name,split,netTime
Casper Stornes,RUN14,06:10:10.379
Sam Laidlow,RUN14,06:10:18.379
Marten Van Riel,RUN14,06:10:31.379
Nick Thompson,RUN14,06:13:02.379
Jonas Schomburg,RUN14,06:17:09.379
Jamie Riddle,RUN14,06:17:31.379
Magnus Ditlev,RUN14,06:20:10.379
Matthew Marquardt,RUN14,06:22:29.379
Rudy Von Berg,RUN14,06:25:13.379
Antonio Benito,RUN14,06:25:14.379
Kristian Høgenhaug,RUN14,06:25:18.379
Nathan Guerbeur,RUN14,06:25:38.379
Sam Long,RUN14,06:27:39.379
Cameron Wurf,RUN14,06:27:40.379
Jan Stratmann,RUN14,06:27:41.379
Leon Chevalier,RUN14,06:28:00.379
Federico Scarabino,RUN14,06:28:42.379
Finn Große-Freese,RUN14,06:29:24.379
Wilhelm Hirsch,RUN14,06:29:34.379
Jonas Hoffmann,RUN14,06:30:01.379
Kacper Stepniak,RUN14,06:30:12.379
Dylan Magnien,RUN14,06:30:43.379
Henrik Goesch,RUN14,06:30:45.379
Jon Saeveras Breivold,RUN14,06:30:55.379
Mathias Lyngsø Petersen,RUN14,06:31:14.379
Jordi Montraveta Moya,RUN14,06:32:14.379
Luciano Taccone,RUN14,06:33:02.379
Harry Palmer,RUN14,06:35:08.379
Paul Schuster,RUN14,06:35:27.379
Kristian Grue,RUN14,06:36:31.379
Joe Skipper,RUN14,06:36:51.379
Fernando Toldi,RUN14,06:37:14.379
Benjamin Zorgnotti,RUN14,06:38:54.379
Dominik Sowieja,RUN14,06:40:56.379
Chris Leiferman,RUN14,06:43:02.379
Dario Giovine,RUN14,06:45:00.379
Andrea Salvisberg,RUN14,06:46:14.379
Bart Aernouts,RUN14,06:46:34.379
Andre Lopes,RUN14,06:47:04.379
Matt Hanson,RUN14,06:52:35.379
Jack Moody,RUN14,06:52:43.379
Kristian Blummenfelt,RUN15,06:13:07.379
Gustav Iden,RUN15,06:13:10.379
Casper Stornes,RUN15,06:13:40.379
Sam Laidlow,RUN15,06:13:53.379
Marten Van Riel,RUN15,06:14:12.379
Nick Thompson,RUN15,06:16:53.379
Jonas Schomburg,RUN15,06:20:44.379
Jamie Riddle,RUN15,06:21:16.379
Magnus Ditlev,RUN15,06:24:22.379
Matthew Marquardt,RUN15,06:26:11.379
Rudy Von Berg,RUN15,06:28:57.379
Kristian Høgenhaug,RUN15,06:29:02.379
Antonio Benito,RUN15,06:29:03.379
Nathan Guerbeur,RUN15,06:29:24.379
Sam Long,RUN15,06:31:16.379
Jan Stratmann,RUN15,06:31:28.379
Cameron Wurf,RUN15,06:31:32.379
Leon Chevalier,RUN15,06:31:48.379
Federico Scarabino,RUN15,06:32:52.379
Finn Große-Freese,RUN15,06:33:02.379
Wilhelm Hirsch,RUN15,06:33:19.379
Jonas Hoffmann,RUN15,06:33:45.379
Kacper Stepniak,RUN15,06:33:53.379
Patrick Lange,RUN15,06:34:13.379
Dylan Magnien,RUN15,06:34:21.379
Henrik Goesch,RUN15,06:34:22.379
Jon Saeveras Breivold,RUN15,06:34:40.379
Mathias Lyngsø Petersen,RUN15,06:35:03.379
Jordi Montraveta Moya,RUN15,06:35:56.379
Luciano Taccone,RUN15,06:36:52.379
Harry Palmer,RUN15,06:39:27.379
Paul Schuster,RUN15,06:39:34.379
Filipe Azevedo,RUN15,06:39:56.379
Kristian Grue,RUN15,06:40:18.379
Joe Skipper,RUN15,06:40:52.379
Fernando Toldi,RUN15,06:41:18.379
Benjamin Zorgnotti,RUN15,06:42:42.379
Dominik Sowieja,RUN15,06:44:53.379
Chris Leiferman,RUN15,06:46:48.379
Dario Giovine,RUN15,06:48:50.379
Andrea Salvisberg,RUN15,06:50:01.379
Bart Aernouts,RUN15,06:50:23.379
Andre Lopes,RUN15,06:51:10.379
Matt Hanson,RUN15,06:56:04.379
Jack Moody,RUN15,06:56:24.379
Gustav Iden,RUN16,06:17:28.128
Kristian Blummenfelt,RUN16,06:17:28.57
Casper Stornes,RUN16,06:18:00.945
Sam Laidlow,RUN16,06:18:22.976
Marten Van Riel,RUN16,06:18:52.386
Nick Thompson,RUN16,06:21:42.734
Jonas Schomburg,RUN16,06:25:13.62
Jamie Riddle,RUN16,06:25:53.171
Magnus Ditlev,RUN16,06:29:26.925
Matthew Marquardt,RUN16,06:30:52.585
Kristian Høgenhaug,RUN16,06:33:43.21
Rudy Von Berg,RUN16,06:33:43.597
Antonio Benito,RUN16,06:33:55.285
Nathan Guerbeur,RUN16,06:34:16.913
Sam Long,RUN16,06:35:52.894
Jan Stratmann,RUN16,06:36:15.808
Cameron Wurf,RUN16,06:36:23.101
Leon Chevalier,RUN16,06:36:47.097
Finn Große-Freese,RUN16,06:37:40.124
Wilhelm Hirsch,RUN16,06:38:02.038
Federico Scarabino,RUN16,06:38:04.745
Jonas Hoffmann,RUN16,06:38:30.48
Kacper Stepniak,RUN16,06:38:30.894
Patrick Lange,RUN16,06:38:40.488
Dylan Magnien,RUN16,06:38:58.437
Henrik Goesch,RUN16,06:39:01.714
Jon Saeveras Breivold,RUN16,06:39:16.351
Mathias Lyngsø Petersen,RUN16,06:39:55.839
Jordi Montraveta Moya,RUN16,06:40:41.80
Luciano Taccone,RUN16,06:41:32.933
Paul Schuster,RUN16,06:44:31.074
Filipe Azevedo,RUN16,06:44:47.367
Harry Palmer,RUN16,06:44:51.722
Kristian Grue,RUN16,06:45:17.109
Joe Skipper,RUN16,06:45:50.058
Fernando Toldi,RUN16,06:46:21.66
Benjamin Zorgnotti,RUN16,06:47:35.937
Dominik Sowieja,RUN16,06:49:46.753
Chris Leiferman,RUN16,06:51:29.398
Dario Giovine,RUN16,06:53:36.12
Andrea Salvisberg,RUN16,06:54:57.183
Bart Aernouts,RUN16,06:55:15.253
Andre Lopes,RUN16,06:56:11.441
Matt Hanson,RUN16,07:00:25.66
Jack Moody,RUN16,07:01:04.999
Gustav Iden,RUN17,06:22:00.379
Kristian Blummenfelt,RUN17,06:22:01.379
Casper Stornes,RUN17,06:22:35.379
Sam Laidlow,RUN17,06:23:08.379
Marten Van Riel,RUN17,06:23:43.379
Nick Thompson,RUN17,06:26:50.379
Jonas Schomburg,RUN17,06:30:03.379
Jamie Riddle,RUN17,06:30:45.379
Magnus Ditlev,RUN17,06:34:54.379
Matthew Marquardt,RUN17,06:35:46.379
Rudy Von Berg,RUN17,06:38:42.379
Kristian Høgenhaug,RUN17,06:38:42.379
Antonio Benito,RUN17,06:39:06.379
Nathan Guerbeur,RUN17,06:39:07.379
Sam Long,RUN17,06:40:42.379
Jan Stratmann,RUN17,06:41:20.379
Cameron Wurf,RUN17,06:41:25.379
Leon Chevalier,RUN17,06:41:59.379
Finn Große-Freese,RUN17,06:42:34.379
Wilhelm Hirsch,RUN17,06:43:00.379
Patrick Lange,RUN17,06:43:18.379
Jonas Hoffmann,RUN17,06:43:24.379
Kacper Stepniak,RUN17,06:43:25.379
Henrik Goesch,RUN17,06:43:46.379
Federico Scarabino,RUN17,06:43:46.379
Dylan Magnien,RUN17,06:43:50.379
Jon Saeveras Breivold,RUN17,06:44:10.379
Mathias Lyngsø Petersen,RUN17,06:44:59.379
Jordi Montraveta Moya,RUN17,06:45:43.379
Luciano Taccone,RUN17,06:46:32.379
Paul Schuster,RUN17,06:49:47.379
Filipe Azevedo,RUN17,06:49:52.379
Kristian Grue,RUN17,06:50:37.379
Harry Palmer,RUN17,06:50:37.379
Joe Skipper,RUN17,06:50:57.379
Fernando Toldi,RUN17,06:51:35.379
Benjamin Zorgnotti,RUN17,06:52:40.379
Dominik Sowieja,RUN17,06:55:00.379
Chris Leiferman,RUN17,06:56:25.379
Dario Giovine,RUN17,06:58:37.379
Andrea Salvisberg,RUN17,06:59:59.379
Bart Aernouts,RUN17,07:00:16.379
Andre Lopes,RUN17,07:01:58.379
Matt Hanson,RUN17,07:05:00.379
Jack Moody,RUN17,07:06:03.379
Kristian Blummenfelt,RUN18,06:25:36.379
Gustav Iden,RUN18,06:25:38.379
Casper Stornes,RUN18,06:26:08.379
Sam Laidlow,RUN18,06:26:50.379
Marten Van Riel,RUN18,06:27:36.379
Nick Thompson,RUN18,06:30:57.379
Jonas Schomburg,RUN18,06:33:50.379
Jamie Riddle,RUN18,06:34:42.379
Matthew Marquardt,RUN18,06:39:25.379
Rudy Von Berg,RUN18,06:42:34.379
Kristian Høgenhaug,RUN18,06:42:34.379
Nathan Guerbeur,RUN18,06:42:58.379
Antonio Benito,RUN18,06:43:15.379
Sam Long,RUN18,06:44:32.379
Cameron Wurf,RUN18,06:45:25.379
Jan Stratmann,RUN18,06:45:48.379
Leon Chevalier,RUN18,06:46:00.379
Magnus Ditlev,RUN18,06:46:10.379
Finn Große-Freese,RUN18,06:46:26.379
Wilhelm Hirsch,RUN18,06:46:53.379
Patrick Lange,RUN18,06:46:55.379
Jonas Hoffmann,RUN18,06:47:14.379
Kacper Stepniak,RUN18,06:47:15.379
Henrik Goesch,RUN18,06:47:38.379
Dylan Magnien,RUN18,06:47:38.379
Jon Saeveras Breivold,RUN18,06:48:00.379
Federico Scarabino,RUN18,06:48:25.379
Mathias Lyngsø Petersen,RUN18,06:49:15.379
Jordi Montraveta Moya,RUN18,06:49:35.379
Luciano Taccone,RUN18,06:50:40.379
Filipe Azevedo,RUN18,06:53:51.379
Paul Schuster,RUN18,06:54:17.379
Kristian Grue,RUN18,06:54:45.379
Fernando Toldi,RUN18,06:55:45.379
Benjamin Zorgnotti,RUN18,06:56:37.379
Chris Leiferman,RUN18,07:00:24.379
Dario Giovine,RUN18,07:02:25.379
Andrea Salvisberg,RUN18,07:03:57.379
Bart Aernouts,RUN18,07:04:09.379
Andre Lopes,RUN18,07:06:23.379
Matt Hanson,RUN18,07:08:38.379
Jack Moody,RUN18,07:09:51.379
Kristian Blummenfelt,RUN19,06:29:13.379
Gustav Iden,RUN19,06:29:14.379
Casper Stornes,RUN19,06:29:37.379
Sam Laidlow,RUN19,06:30:29.379
Marten Van Riel,RUN19,06:31:22.379
Nick Thompson,RUN19,06:34:57.379
Jonas Schomburg,RUN19,06:37:29.379
Jamie Riddle,RUN19,06:38:34.379
Matthew Marquardt,RUN19,06:43:13.379
Rudy Von Berg,RUN19,06:46:24.379
Kristian Høgenhaug,RUN19,06:46:25.379
Nathan Guerbeur,RUN19,06:46:38.379
Antonio Benito,RUN19,06:47:15.379
Sam Long,RUN19,06:48:22.379
Magnus Ditlev,RUN19,06:48:59.379
Cameron Wurf,RUN19,06:49:18.379
Finn Große-Freese,RUN19,06:50:07.379
Jan Stratmann,RUN19,06:50:10.379
Patrick Lange,RUN19,06:50:25.379
Leon Chevalier,RUN19,06:50:32.379
Wilhelm Hirsch,RUN19,06:50:40.379
Jonas Hoffmann,RUN19,06:51:00.379
Kacper Stepniak,RUN19,06:51:01.379
Henrik Goesch,RUN19,06:51:20.379
Dylan Magnien,RUN19,06:51:24.379
Jon Saeveras Breivold,RUN19,06:51:45.379
Federico Scarabino,RUN19,06:53:14.379
Mathias Lyngsø Petersen,RUN19,06:53:20.379
Jordi Montraveta Moya,RUN19,06:53:27.379
Luciano Taccone,RUN19,06:54:51.379
Filipe Azevedo,RUN19,06:57:46.379
Kristian Grue,RUN19,06:58:52.379
Paul Schuster,RUN19,06:58:55.379
Joe Skipper,RUN19,06:58:59.379
Fernando Toldi,RUN19,06:59:50.379
Benjamin Zorgnotti,RUN19,07:00:33.379
Harry Palmer,RUN19,07:02:30.379
Dominik Sowieja,RUN19,07:03:19.379
Chris Leiferman,RUN19,07:04:28.379
Dario Giovine,RUN19,07:06:14.379
Bart Aernouts,RUN19,07:07:52.379
Andrea Salvisberg,RUN19,07:07:54.379
Andre Lopes,RUN19,07:10:41.379
Matt Hanson,RUN19,07:12:08.379
Jack Moody,RUN19,07:13:39.379
Gustav Iden,RUN20,06:33:06.379
Kristian Blummenfelt,RUN20,06:33:06.379
Casper Stornes,RUN20,06:33:18.379
Sam Laidlow,RUN20,06:34:27.379
Marten Van Riel,RUN20,06:35:27.379
Nick Thompson,RUN20,06:39:14.379
Jonas Schomburg,RUN20,06:41:30.379
Jamie Riddle,RUN20,06:42:37.379
Matthew Marquardt,RUN20,06:47:12.379
Rudy Von Berg,RUN20,06:50:30.379
Kristian Høgenhaug,RUN20,06:50:31.379
Nathan Guerbeur,RUN20,06:50:39.379
Antonio Benito,RUN20,06:51:39.379
Magnus Ditlev,RUN20,06:52:19.379
Sam Long,RUN20,06:52:24.379
Cameron Wurf,RUN20,06:53:30.379
Finn Große-Freese,RUN20,06:54:03.379
Patrick Lange,RUN20,06:54:14.379
Jan Stratmann,RUN20,06:54:33.379
Wilhelm Hirsch,RUN20,06:54:48.379
Kacper Stepniak,RUN20,06:55:05.379
Jonas Hoffmann,RUN20,06:55:06.379
Leon Chevalier,RUN20,06:55:11.379
Henrik Goesch,RUN20,06:55:23.379
Dylan Magnien,RUN20,06:55:26.379
Jon Saeveras Breivold,RUN20,06:55:51.379
Jordi Montraveta Moya,RUN20,06:57:41.379
Mathias Lyngsø Petersen,RUN20,06:57:45.379
Federico Scarabino,RUN20,06:58:16.379
Luciano Taccone,RUN20,06:59:11.379
Filipe Azevedo,RUN20,07:02:04.379
Joe Skipper,RUN20,07:03:07.379
Kristian Grue,RUN20,07:03:19.379
Paul Schuster,RUN20,07:03:44.379
Fernando Toldi,RUN20,07:04:18.379
Benjamin Zorgnotti,RUN20,07:04:40.379
Harry Palmer,RUN20,07:07:06.379
Dominik Sowieja,RUN20,07:07:33.379
Chris Leiferman,RUN20,07:08:55.379
Dario Giovine,RUN20,07:10:13.379
Bart Aernouts,RUN20,07:11:57.379
Andrea Salvisberg,RUN20,07:12:02.379
Andre Lopes,RUN20,07:15:05.379
Matt Hanson,RUN20,07:15:53.379
Jack Moody,RUN20,07:17:52.379
Gustav Iden,RUN21,06:36:37.657
Kristian Blummenfelt,RUN21,06:36:38.157
Casper Stornes,RUN21,06:36:40.063
Sam Laidlow,RUN21,06:38:04.087
Marten Van Riel,RUN21,06:39:12.185
Nick Thompson,RUN21,06:43:18.563
Jonas Schomburg,RUN21,06:45:09.767
Jamie Riddle,RUN21,06:46:32.915
Matthew Marquardt,RUN21,06:50:49.474
Rudy Von Berg,RUN21,06:54:16.368
Kristian Høgenhaug,RUN21,06:54:16.88
Nathan Guerbeur,RUN21,06:54:23.411
Antonio Benito,RUN21,06:55:47.247
Sam Long,RUN21,06:56:03.806
Cameron Wurf,RUN21,06:57:27.224
Patrick Lange,RUN21,06:57:39.692
Finn Große-Freese,RUN21,06:57:40.063
Wilhelm Hirsch,RUN21,06:58:30.306
Jan Stratmann,RUN21,06:58:35.196
Jonas Hoffmann,RUN21,06:58:52.149
Kacper Stepniak,RUN21,06:58:52.524
Dylan Magnien,RUN21,06:59:04.977
Henrik Goesch,RUN21,06:59:06.169
Leon Chevalier,RUN21,06:59:26.024
Jon Saeveras Breivold,RUN21,06:59:38.341
Jordi Montraveta Moya,RUN21,07:01:36.325
Mathias Lyngsø Petersen,RUN21,07:01:55.927
Luciano Taccone,RUN21,07:05:56.247
Filipe Azevedo,RUN21,07:05:56.501
Joe Skipper,RUN21,07:07:03.716
Kristian Grue,RUN21,07:07:22.216
Paul Schuster,RUN21,07:08:27.868
Fernando Toldi,RUN21,07:08:30.669
Benjamin Zorgnotti,RUN21,07:08:34.673
Magnus Ditlev,RUN21,07:09:35.384
Harry Palmer,RUN21,07:11:24.403
Dominik Sowieja,RUN21,07:11:35.806
Chris Leiferman,RUN21,07:13:06.591
Dario Giovine,RUN21,07:13:49.364
Bart Aernouts,RUN21,07:15:50.993
Andrea Salvisberg,RUN21,07:16:09.27
Matt Hanson,RUN21,07:19:24.095
Andre Lopes,RUN21,07:19:31.903
Jack Moody,RUN21,07:21:35.177
Kristian Blummenfelt,RUN22,06:40:18.379
Gustav Iden,RUN22,06:40:18.379
Casper Stornes,RUN22,06:40:18.379
Sam Laidlow,RUN22,06:41:46.379
Marten Van Riel,RUN22,06:42:57.379
Nick Thompson,RUN22,06:47:28.379
Jonas Schomburg,RUN22,06:48:45.379
Jamie Riddle,RUN22,06:50:34.379
Matthew Marquardt,RUN22,06:54:28.379
Nathan Guerbeur,RUN22,06:58:06.379
Kristian Høgenhaug,RUN22,06:58:07.379
Rudy Von Berg,RUN22,06:58:07.379
Sam Long,RUN22,06:59:52.379
Antonio Benito,RUN22,06:59:55.379
Patrick Lange,RUN22,07:01:17.379
Finn Große-Freese,RUN22,07:01:20.379
Cameron Wurf,RUN22,07:01:28.379
Wilhelm Hirsch,RUN22,07:02:21.379
Jonas Hoffmann,RUN22,07:02:40.379
Kacper Stepniak,RUN22,07:02:42.379
Jan Stratmann,RUN22,07:02:43.379
Henrik Goesch,RUN22,07:02:54.379
Dylan Magnien,RUN22,07:02:59.379
Jon Saeveras Breivold,RUN22,07:03:29.379
Leon Chevalier,RUN22,07:03:40.379
Jordi Montraveta Moya,RUN22,07:05:35.379
Mathias Lyngsø Petersen,RUN22,07:06:47.379
Filipe Azevedo,RUN22,07:09:47.379
Luciano Taccone,RUN22,07:09:50.379
Joe Skipper,RUN22,07:11:06.379
Kristian Grue,RUN22,07:11:23.379
Benjamin Zorgnotti,RUN22,07:12:27.379
Paul Schuster,RUN22,07:12:57.379
Fernando Toldi,RUN22,07:13:46.379
Dominik Sowieja,RUN22,07:15:39.379
Harry Palmer,RUN22,07:15:55.379
Chris Leiferman,RUN22,07:17:23.379
Dario Giovine,RUN22,07:17:37.379
Bart Aernouts,RUN22,07:19:41.379
Andrea Salvisberg,RUN22,07:20:26.379
Matt Hanson,RUN22,07:22:56.379
Andre Lopes,RUN22,07:23:54.379
Jack Moody,RUN22,07:25:46.379
Casper Stornes,FINISH,07:51:38.274
Gustav Iden,FINISH,07:54:13.981
Kristian Blummenfelt,FINISH,07:56:35.903
Marten Van Riel,FINISH,08:02:17.309
Sam Laidlow,FINISH,08:03:54.891
Jonas Schomburg,FINISH,08:07:03.512
Nick Thompson,FINISH,08:10:31.208
Matthew Marquardt,FINISH,08:11:33.016
Patrick Lange,FINISH,08:14:12.54
Jamie Riddle,FINISH,08:14:59.618
Nathan Guerbeur,FINISH,08:15:52.669
Kristian Høgenhaug,FINISH,08:16:29.926
Rudy Von Berg,FINISH,08:17:09.243
Sam Long,FINISH,08:17:59.141
Kacper Stepniak,FINISH,08:20:45.399
Finn Große-Freese,FINISH,08:21:07.004
Henrik Goesch,FINISH,08:21:16.071
Jonas Hoffmann,FINISH,08:21:20.462
Dylan Magnien,FINISH,08:22:01.024
Jon Saeveras Breivold,FINISH,08:23:59.032
Cameron Wurf,FINISH,08:24:06.922
Jordi Montraveta Moya,FINISH,08:24:45.247
Wilhelm Hirsch,FINISH,08:28:50.645
Jan Stratmann,FINISH,08:31:10.419
Leon Chevalier,FINISH,08:31:28.145
Joe Skipper,FINISH,08:33:24.489
Dario Giovine,FINISH,08:34:35.149
Filipe Azevedo,FINISH,08:35:20.606
Benjamin Zorgnotti,FINISH,08:37:03.809
Dominik Sowieja,FINISH,08:38:32.122
Matt Hanson,FINISH,08:39:32.364
Kristian Grue,FINISH,08:40:34.672
Fernando Toldi,FINISH,08:42:12.649
Paul Schuster,FINISH,08:42:57.321
Bart Aernouts,FINISH,08:45:28.501
Chris Leiferman,FINISH,08:47:06.438
Andrea Salvisberg,FINISH,08:48:41.407
Jack Moody,FINISH,08:50:31.516
Andre Lopes,FINISH,08:55:13.059
Harry Palmer,FINISH,09:01:22.297
