name,split,netTime,place,leaderDiff
Trevor Foley,BIKE16,03:39:41.916,,
Cameron Wurf,BIKE16,03:39:43.739,22,+11:06.99
Jackson Laundry,BIKE16,03:39:44.866,23,+11:08.12
Paul Schuster,BIKE16,03:40:32.845,24,+11:56.09
Thor Bendix Madsen,BIKE16,03:40:41.25,25,+12:04.50
Chris Leiferman,BIKE16,03:40:42.416,,
Daniel Bækkegård,BIKE16,03:40:43.602,26,+12:06.85
Gustav Iden,BIKE16,03:40:44.869,,
Mike Phillips,BIKE16,03:40:45.819,27,+12:09.07
Leonard Arnold,BIKE16,03:40:52.299,,
David McNamee,BIKE16,03:42:17.605,28,+13:40.85
Matt Hanson,BIKE16,03:43:04.471,29,+14:27.72
Lionel Sanders,BIKE16,03:43:34.848,30,+14:58.10
Tristan Olij,BIKE16,03:43:35.954,31,+14:59.20
Ben Hamilton,BIKE16,03:43:55.246,32,+15:18.49
Arnaud Guilloux,BIKE16,03:45:22.08,,
Jason Pohl,BIKE16,03:46:13.218,33,+17:36.47
Jonas Hoffmann,BIKE16,03:46:14.897,34,+17:38.15
Stenn Goetstouwers,BIKE16,03:46:15.889,35,+17:39.14
Braden Currie,BIKE16,03:46:18.566,36,+17:41.82
Michael Weiss,BIKE16,03:46:34.718,37,+17:57.97
Dylan Magnien,BIKE16,03:47:57.488,38,+19:20.74
Tomasz Szala,BIKE16,03:48:21.927,39,+19:45.18
Pieter Heemeryck,BIKE16,03:51:26.742,,
Igor Amorelli,BIKE16,03:54:04.773,40,+25:28.02
Andre Lopes,BIKE16,03:54:20.624,41,+25:43.87
Robert Wilkowiecki,BIKE16,03:55:51.795,,
Reinaldo Colucci,BIKE16,03:57:51.627,,
Rasmus Svenningsson,BIKE16,04:01:45.314,42,+33:08.56
Sam Laidlow,BIKE17,03:52:01.586,,
Magnus Ditlev,BIKE17,03:54:55.892,,
Robert Kallin,BIKE17,03:56:54.784,,
Matthew Marquardt,BIKE17,03:58:28.867,,
Kristian Blummenfelt,BIKE17,03:58:29.133,,
Kacper Stepniak,BIKE17,03:58:30.83,,
Kristian Høgenhaug,BIKE17,03:58:32.20,,
Menno Koolhaas,BIKE17,03:58:33.174,,
Gregory Barnaby,BIKE17,03:58:34.493,,
Ben Kanute,BIKE17,03:58:40.539,,
Rudy Von Berg,BIKE17,03:58:41.637,,
Antonio Benito López,BIKE17,03:58:43.029,,
Patrick Lange,BIKE17,03:58:44.96,,
Nick Thompson,BIKE17,03:58:46.176,,
Kieran Lindars,BIKE17,03:58:47.701,,
Bradley Weiss,BIKE17,03:58:50.298,,
Leon Chevalier,BIKE17,04:00:30.695,,
Steven McKenna,BIKE17,04:01:02.966,,
Finn Große-Freese,BIKE17,04:01:11.229,,
Sam Appleton,BIKE17,04:01:27.758,,
Mathias Petersen,BIKE17,04:02:42.987,,
Trevor Foley,BIKE17,04:03:24.623,,
Cameron Wurf,BIKE17,04:03:25.648,,
Jackson Laundry,BIKE17,04:04:50.959,,
Thor Bendix Madsen,BIKE17,04:05:00.841,,
Daniel Bækkegård,BIKE17,04:05:14.949,,
Gustav Iden,BIKE17,04:05:16.101,,
Leonard Arnold,BIKE17,04:05:54.391,,
Chris Leiferman,BIKE17,04:05:54.906,,
Mike Phillips,BIKE17,04:05:56.296,,
Paul Schuster,BIKE17,04:06:26.024,,
Lionel Sanders,BIKE17,04:07:40.301,,
Tristan Olij,BIKE17,04:07:41.261,,
Ben Hamilton,BIKE17,04:07:47.675,,
Matt Hanson,BIKE17,04:08:09.718,,
David McNamee,BIKE17,04:08:16.856,,
Michael Weiss,BIKE17,04:11:09.557,,
Stenn Goetstouwers,BIKE17,04:11:10.576,,
Jonas Hoffmann,BIKE17,04:11:28.065,,
Jason Pohl,BIKE17,04:11:52.413,,
Braden Currie,BIKE17,04:12:43.431,,
Tomasz Szala,BIKE17,04:14:20.122,,
Dylan Magnien,BIKE17,04:15:11.884,,
Arnaud Guilloux,BIKE17,04:16:43.503,,
Igor Amorelli,BIKE17,04:21:52.819,,
Andre Lopes,BIKE17,04:24:26.289,,
Robert Wilkowiecki,BIKE17,04:26:09.967,,
Rasmus Svenningsson,BIKE17,04:28:16.483,,
Reinaldo Colucci,BIKE17,04:28:49.635,,
Sam Laidlow,BIKE18,04:09:31.941,1,
Magnus Ditlev,BIKE18,04:13:29.412,2,+03:57.47
Robert Kallin,BIKE18,04:14:54.994,3,+05:23.05
Menno Koolhaas,BIKE18,04:17:11.969,4,+07:40.03
Kristian Høgenhaug,BIKE18,04:17:20.694,5,+07:48.75
Kristian Blummenfelt,BIKE18,04:17:24.879,6,+07:52.94
Kacper Stepniak,BIKE18,04:17:27.077,7,+07:55.14
Matthew Marquardt,BIKE18,04:17:27.737,8,+07:55.80
Gregory Barnaby,BIKE18,04:17:30.833,9,+07:58.89
Ben Kanute,BIKE18,04:17:36.043,10,+08:04.10
Rudy Von Berg,BIKE18,04:17:37.746,11,+08:05.80
Antonio Benito López,BIKE18,04:17:39.252,12,+08:07.31
Patrick Lange,BIKE18,04:17:40.631,13,+08:08.69
Nick Thompson,BIKE18,04:17:42.548,14,+08:10.61
Kieran Lindars,BIKE18,04:17:47.343,15,+08:15.40
Bradley Weiss,BIKE18,04:17:48.942,16,+08:17.00
Leon Chevalier,BIKE18,04:17:51.417,17,+08:19.48
Finn Große-Freese,BIKE18,04:20:23.544,18,+10:51.60
Sam Appleton,BIKE18,04:20:43.896,19,+11:11.96
Cameron Wurf,BIKE18,04:21:31.616,20,+11:59.67
Trevor Foley,BIKE18,04:21:34.718,,
Mathias Petersen,BIKE18,04:21:49.292,21,+12:17.35
Steven McKenna,BIKE18,04:22:36.747,22,+13:04.81
Thor Bendix Madsen,BIKE18,04:23:20.558,23,+13:48.62
Daniel Bækkegård,BIKE18,04:24:26.497,24,+14:54.56
Jackson Laundry,BIKE18,04:24:41.815,25,+15:09.87
Mike Phillips,BIKE18,04:24:43.012,26,+15:11.07
Chris Leiferman,BIKE18,04:24:44.701,,
Gustav Iden,BIKE18,04:24:46.306,,
Paul Schuster,BIKE18,04:25:32.447,27,+16:00.51
Lionel Sanders,BIKE18,04:26:09.475,28,+16:37.53
Tristan Olij,BIKE18,04:26:10.872,29,+16:38.93
Leonard Arnold,BIKE18,04:26:19.834,,
Matt Hanson,BIKE18,04:27:25.052,30,+17:53.11
Ben Hamilton,BIKE18,04:27:26.639,31,+17:54.70
David McNamee,BIKE18,04:28:07.268,32,+18:35.33
Stenn Goetstouwers,BIKE18,04:30:05.305,33,+20:33.36
Michael Weiss,BIKE18,04:30:16.149,34,+20:44.21
Jonas Hoffmann,BIKE18,04:31:13.07,35,+21:41.13
Jason Pohl,BIKE18,04:32:08.121,36,+22:36.18
Braden Currie,BIKE18,04:34:04.967,37,+24:33.03
Tomasz Szala,BIKE18,04:34:38.85,38,+25:06.91
Dylan Magnien,BIKE18,04:36:29.181,39,+26:57.24
Arnaud Guilloux,BIKE18,04:43:49.647,,
Igor Amorelli,BIKE18,04:44:03.679,40,+34:31.74
Rasmus Svenningsson,BIKE18,04:48:44.57,41,+39:12.63
Andre Lopes,BIKE18,04:49:24.404,42,+39:52.46
Robert Wilkowiecki,BIKE18,04:50:14.182,,
Reinaldo Colucci,BIKE18,04:54:23.871,,
Sam Laidlow,BIKE19,04:28:32.055,1,
Magnus Ditlev,BIKE19,04:34:10.37,2,+05:38.31
Robert Kallin,BIKE19,04:34:28.04,3,+05:55.99
Kristian Høgenhaug,BIKE19,04:35:58.376,4,+07:26.32
Matthew Marquardt,BIKE19,04:36:56.354,5,+08:24.30
Leon Chevalier,BIKE19,04:37:00.65,6,+08:28.60
Menno Koolhaas,BIKE19,04:37:02.334,7,+08:30.28
Kristian Blummenfelt,BIKE19,04:37:20.159,8,+08:48.10
Kacper Stepniak,BIKE19,04:37:29.552,9,+08:57.50
Gregory Barnaby,BIKE19,04:37:31.845,10,+08:59.79
Nick Thompson,BIKE19,04:37:35.693,11,+09:03.64
Rudy Von Berg,BIKE19,04:37:37.678,12,+09:05.62
Antonio Benito López,BIKE19,04:37:39.009,13,+09:06.95
Patrick Lange,BIKE19,04:37:42.382,14,+09:10.33
Bradley Weiss,BIKE19,04:37:46.829,15,+09:14.77
Kieran Lindars,BIKE19,04:38:15.559,16,+09:43.50
Ben Kanute,BIKE19,04:38:18.078,17,+09:46.02
Trevor Foley,BIKE19,04:41:11.676,,
Cameron Wurf,BIKE19,04:41:13.107,18,+12:41.05
Finn Große-Freese,BIKE19,04:41:14.281,19,+12:42.23
Sam Appleton,BIKE19,04:41:23.852,20,+12:51.80
Mathias Petersen,BIKE19,04:42:46.992,21,+14:14.94
Thor Bendix Madsen,BIKE19,04:43:15.663,22,+14:43.61
Steven McKenna,BIKE19,04:45:09.193,23,+16:37.14
Mike Phillips,BIKE19,04:45:15.254,24,+16:43.20
Chris Leiferman,BIKE19,04:45:38.087,,
Lionel Sanders,BIKE19,04:45:40.92,25,+17:08.87
Tristan Olij,BIKE19,04:45:42.196,26,+17:10.14
Paul Schuster,BIKE19,04:45:44.009,27,+17:11.95
Daniel Bækkegård,BIKE19,04:45:48.572,28,+17:16.52
Jackson Laundry,BIKE19,04:45:54.545,29,+17:22.49
Gustav Iden,BIKE19,04:46:49.729,,
Ben Hamilton,BIKE19,04:48:11.28,30,+19:39.23
Matt Hanson,BIKE19,04:48:13.054,31,+19:41.00
David McNamee,BIKE19,04:49:08.769,32,+20:36.71
Leonard Arnold,BIKE19,04:50:09.752,,
Stenn Goetstouwers,BIKE19,04:50:16.26,33,+21:44.21
Michael Weiss,BIKE19,04:50:48.339,34,+22:16.28
Jonas Hoffmann,BIKE19,04:52:17.454,35,+23:45.40
Jason Pohl,BIKE19,04:53:24.086,36,+24:52.03
Braden Currie,BIKE19,04:56:16.935,37,+27:44.88
Tomasz Szala,BIKE19,04:56:22.51,38,+27:50.46
Dylan Magnien,BIKE19,04:58:56.545,39,+30:24.49
Igor Amorelli,BIKE19,05:09:14.617,40,+40:42.56
Rasmus Svenningsson,BIKE19,05:09:34.756,41,+41:02.70
Arnaud Guilloux,BIKE19,05:11:44.958,,
Andre Lopes,BIKE19,05:13:53.148,42,+45:21.09
Robert Wilkowiecki,BIKE19,05:17:05.501,,
Reinaldo Colucci,BIKE19,05:20:24.032,,
Sam Laidlow,BIKE20,04:34:22.686,1,
Robert Kallin,BIKE20,04:40:13.81,2,+05:51.12
Magnus Ditlev,BIKE20,04:40:21.534,3,+05:58.85
Kristian Høgenhaug,BIKE20,04:41:35.236,4,+07:12.55
Matthew Marquardt,BIKE20,04:42:34.846,5,+08:12.16
Leon Chevalier,BIKE20,04:42:37.173,6,+08:14.49
Menno Koolhaas,BIKE20,04:42:40.379,7,+08:17.69
Kristian Blummenfelt,BIKE20,04:43:12.312,8,+08:49.63
Nick Thompson,BIKE20,04:43:16.192,9,+08:53.51
Gregory Barnaby,BIKE20,04:43:17.457,10,+08:54.77
Kacper Stepniak,BIKE20,04:43:18.826,11,+08:56.14
Rudy Von Berg,BIKE20,04:43:21.542,12,+08:58.86
Antonio Benito López,BIKE20,04:43:22.743,13,+09:00.06
Patrick Lange,BIKE20,04:43:29.166,14,+09:06.48
Bradley Weiss,BIKE20,04:43:49.078,15,+09:26.39
Kieran Lindars,BIKE20,04:44:21.993,16,+09:59.31
Ben Kanute,BIKE20,04:44:32.935,17,+10:10.25
Cameron Wurf,BIKE20,04:46:57.281,18,+12:34.59
Trevor Foley,BIKE20,04:46:59.812,,
Finn Große-Freese,BIKE20,04:47:01.035,19,+12:38.35
Sam Appleton,BIKE20,04:47:26.94,20,+13:04.25
Mathias Petersen,BIKE20,04:48:54.383,21,+14:31.70
Thor Bendix Madsen,BIKE20,04:49:06.897,22,+14:44.21
Mike Phillips,BIKE20,04:51:20.296,23,+16:57.61
Lionel Sanders,BIKE20,04:51:27.214,24,+17:04.53
Tristan Olij,BIKE20,04:51:28.683,25,+17:06.00
Paul Schuster,BIKE20,04:51:30.087,26,+17:07.40
Daniel Bækkegård,BIKE20,04:51:43.047,27,+17:20.36
Steven McKenna,BIKE20,04:51:43.877,28,+17:21.19
Chris Leiferman,BIKE20,04:51:52.221,,
Jackson Laundry,BIKE20,04:52:13.684,29,+17:51.00
Gustav Iden,BIKE20,04:53:07.962,,
Matt Hanson,BIKE20,04:54:10.635,30,+19:47.95
Ben Hamilton,BIKE20,04:54:16.433,31,+19:53.75
David McNamee,BIKE20,04:55:10.177,32,+20:47.49
Stenn Goetstouwers,BIKE20,04:56:12.635,33,+21:49.95
Leonard Arnold,BIKE20,04:56:39.302,,
Michael Weiss,BIKE20,04:56:46.506,34,+22:23.82
Jonas Hoffmann,BIKE20,04:58:29.667,35,+24:06.98
Jason Pohl,BIKE20,04:59:33.245,36,+25:10.56
Tomasz Szala,BIKE20,05:02:31.194,37,+28:08.51
Braden Currie,BIKE20,05:02:32.904,38,+28:10.22
Dylan Magnien,BIKE20,05:05:28.252,39,+31:05.57
Rasmus Svenningsson,BIKE20,05:15:34.566,40,+41:11.88
Igor Amorelli,BIKE20,05:16:12.935,41,+41:50.25
Arnaud Guilloux,BIKE20,05:19:54.469,,
Andre Lopes,BIKE20,05:20:36.332,42,+46:13.65
Robert Wilkowiecki,BIKE20,05:24:46.145,,
Reinaldo Colucci,BIKE20,05:28:12.512,,
Sam Laidlow,BIKE21,04:35:58.449,1,
Robert Kallin,BIKE21,04:41:50.675,2,+05:52.23
Magnus Ditlev,BIKE21,04:42:09.469,3,+06:11.02
Kristian Høgenhaug,BIKE21,04:43:07.981,4,+07:09.53
Matthew Marquardt,BIKE21,04:44:08.769,5,+08:10.32
Leon Chevalier,BIKE21,04:44:12.399,6,+08:13.95
Menno Koolhaas,BIKE21,04:44:17.475,7,+08:19.03
Nick Thompson,BIKE21,04:44:51.389,8,+08:52.94
Kristian Blummenfelt,BIKE21,04:44:53.167,9,+08:54.72
Gregory Barnaby,BIKE21,04:44:54.486,10,+08:56.04
Kacper Stepniak,BIKE21,04:44:55.925,11,+08:57.48
Rudy Von Berg,BIKE21,04:44:58.231,12,+08:59.78
Antonio Benito López,BIKE21,04:45:00.038,13,+09:01.59
Patrick Lange,BIKE21,04:45:07.743,14,+09:09.29
Bradley Weiss,BIKE21,04:45:37.727,15,+09:39.28
Kieran Lindars,BIKE21,04:46:07.361,16,+10:08.91
Ben Kanute,BIKE21,04:46:21.322,17,+10:22.87
Cameron Wurf,BIKE21,04:48:31.628,18,+12:33.18
Trevor Foley,BIKE21,04:48:38.987,,
Finn Große-Freese,BIKE21,04:48:40.545,19,+12:42.10
Sam Appleton,BIKE21,04:49:12.222,20,+13:13.77
Mathias Petersen,BIKE21,04:50:37.547,21,+14:39.10
Thor Bendix Madsen,BIKE21,04:50:45.315,22,+14:46.87
Lionel Sanders,BIKE21,04:53:05.136,23,+17:06.69
Mike Phillips,BIKE21,04:53:06.307,24,+17:07.86
Tristan Olij,BIKE21,04:53:07.488,25,+17:09.04
Paul Schuster,BIKE21,04:53:09.362,26,+17:10.91
Daniel Bækkegård,BIKE21,04:53:22.223,27,+17:23.77
Steven McKenna,BIKE21,04:53:37.101,28,+17:38.65
Chris Leiferman,BIKE21,04:53:44.18,,
Jackson Laundry,BIKE21,04:54:00.986,29,+18:02.54
Gustav Iden,BIKE21,04:54:59.284,,
Matt Hanson,BIKE21,04:55:54.292,30,+19:55.84
Ben Hamilton,BIKE21,04:56:00.091,31,+20:01.64
David McNamee,BIKE21,04:56:51.924,32,+20:53.48
Stenn Goetstouwers,BIKE21,04:57:51.114,33,+21:52.67
Michael Weiss,BIKE21,04:58:28.004,34,+22:29.56
Leonard Arnold,BIKE21,04:58:31.792,,
Jonas Hoffmann,BIKE21,05:00:12.654,35,+24:14.21
Jason Pohl,BIKE21,05:01:14.985,36,+25:16.54
Tomasz Szala,BIKE21,05:04:13.195,37,+28:14.75
Braden Currie,BIKE21,05:04:15.507,38,+28:17.06
Dylan Magnien,BIKE21,05:07:15.816,39,+31:17.37
Rasmus Svenningsson,BIKE21,05:17:13.507,40,+41:15.06
Igor Amorelli,BIKE21,05:18:11.878,41,+42:13.43
Arnaud Guilloux,BIKE21,05:22:09.148,,
Andre Lopes,BIKE21,05:22:31.142,42,+46:32.69
Robert Wilkowiecki,BIKE21,05:27:04.035,,
Reinaldo Colucci,BIKE21,05:30:16.489,,
Sam Laidlow,BIKE22,04:37:35.941,1,
Robert Kallin,BIKE22,04:43:29.066,2,+05:53.13
Magnus Ditlev,BIKE22,04:43:54.68,3,+06:18.74
Kristian Høgenhaug,BIKE22,04:44:48.161,4,+07:12.22
Matthew Marquardt,BIKE22,04:45:44.542,5,+08:08.60
Leon Chevalier,BIKE22,04:45:47.238,6,+08:11.30
Menno Koolhaas,BIKE22,04:45:55.221,7,+08:19.28
Nick Thompson,BIKE22,04:46:27.742,8,+08:51.80
Kristian Blummenfelt,BIKE22,04:46:29.487,9,+08:53.55
Gregory Barnaby,BIKE22,04:46:31.718,10,+08:55.78
Kacper Stepniak,BIKE22,04:46:32.953,11,+08:57.01
Rudy Von Berg,BIKE22,04:46:34.085,12,+08:58.14
Antonio Benito López,BIKE22,04:46:35.593,13,+08:59.65
Patrick Lange,BIKE22,04:46:47.04,14,+09:11.10
Bradley Weiss,BIKE22,04:47:27.783,15,+09:51.84
Kieran Lindars,BIKE22,04:47:52.793,16,+10:16.85
Ben Kanute,BIKE22,04:48:09.67,17,+10:33.73
Cameron Wurf,BIKE22,04:50:07.751,18,+12:31.81
Trevor Foley,BIKE22,04:50:19.298,,
Finn Große-Freese,BIKE22,04:50:21.813,19,+12:45.87
Sam Appleton,BIKE22,04:50:55.034,20,+13:19.09
Mathias Petersen,BIKE22,04:52:20.903,21,+14:44.96
Thor Bendix Madsen,BIKE22,04:52:24.257,22,+14:48.32
Lionel Sanders,BIKE22,04:54:43.041,23,+17:07.10
Mike Phillips,BIKE22,04:54:44.059,24,+17:08.12
Tristan Olij,BIKE22,04:54:45.184,25,+17:09.24
Paul Schuster,BIKE22,04:54:46.44,26,+17:10.50
Daniel Bækkegård,BIKE22,04:55:01.492,27,+17:25.55
Steven McKenna,BIKE22,04:55:27.002,28,+17:51.06
Chris Leiferman,BIKE22,04:55:37.756,,
Jackson Laundry,BIKE22,04:55:47.854,29,+18:11.91
Gustav Iden,BIKE22,04:56:47.583,,
Matt Hanson,BIKE22,04:57:34.769,30,+19:58.83
Ben Hamilton,BIKE22,04:57:41.863,31,+20:05.92
David McNamee,BIKE22,04:58:31.656,32,+20:55.72
Stenn Goetstouwers,BIKE22,04:59:32.765,33,+21:56.82
Michael Weiss,BIKE22,05:00:07.878,34,+22:31.94
Leonard Arnold,BIKE22,05:00:19.111,,
Jonas Hoffmann,BIKE22,05:01:53.891,35,+24:17.95
Jason Pohl,BIKE22,05:02:55.104,36,+25:19.16
Tomasz Szala,BIKE22,05:05:55.186,37,+28:19.25
Braden Currie,BIKE22,05:06:01.191,38,+28:25.25
Dylan Magnien,BIKE22,05:08:59.081,39,+31:23.14
Rasmus Svenningsson,BIKE22,05:18:51.807,40,+41:15.87
Igor Amorelli,BIKE22,05:20:05.649,41,+42:29.71
Arnaud Guilloux,BIKE22,05:24:18.79,,
Andre Lopes,BIKE22,05:24:24.011,42,+46:48.07
Robert Wilkowiecki,BIKE22,05:29:25.77,,
Reinaldo Colucci,BIKE22,05:32:20.477,,
Sam Laidlow,BIKE23,04:38:59.958,1,
Robert Kallin,BIKE23,04:44:54.112,2,+05:54.15
Magnus Ditlev,BIKE23,04:45:21.557,3,+06:21.60
Kristian Høgenhaug,BIKE23,04:46:11.795,4,+07:11.84
Matthew Marquardt,BIKE23,04:47:11.513,5,+08:11.56
Leon Chevalier,BIKE23,04:47:13.553,6,+08:13.60
Menno Koolhaas,BIKE23,04:47:20.594,7,+08:20.64
Nick Thompson,BIKE23,04:47:53.67,8,+08:53.71
Kristian Blummenfelt,BIKE23,04:47:55.896,9,+08:55.94
Gregory Barnaby,BIKE23,04:47:58.122,10,+08:58.16
Kacper Stepniak,BIKE23,04:47:59.466,11,+08:59.51
Rudy Von Berg,BIKE23,04:48:00.588,12,+09:00.63
Antonio Benito López,BIKE23,04:48:01.737,13,+09:01.78
Patrick Lange,BIKE23,04:48:13.661,14,+09:13.70
Bradley Weiss,BIKE23,04:49:02.753,15,+10:02.80
Kieran Lindars,BIKE23,04:49:25.031,16,+10:25.07
Ben Kanute,BIKE23,04:49:42.523,17,+10:42.57
Cameron Wurf,BIKE23,04:51:33.223,18,+12:33.27
Trevor Foley,BIKE23,04:51:44.967,,
Finn Große-Freese,BIKE23,04:51:50.136,19,+12:50.18
Sam Appleton,BIKE23,04:52:24.045,20,+13:24.09
Mathias Petersen,BIKE23,04:53:50.371,21,+14:50.41
Thor Bendix Madsen,BIKE23,04:53:53.89,22,+14:53.93
Lionel Sanders,BIKE23,04:56:08.496,23,+17:08.54
Mike Phillips,BIKE23,04:56:09.741,24,+17:09.78
Tristan Olij,BIKE23,04:56:10.903,25,+17:10.95
Paul Schuster,BIKE23,04:56:13.192,26,+17:13.23
Daniel Bækkegård,BIKE23,04:56:27.911,27,+17:27.95
Steven McKenna,BIKE23,04:56:59.496,28,+17:59.54
Chris Leiferman,BIKE23,04:57:14.142,,
Jackson Laundry,BIKE23,04:57:20.479,29,+18:20.52
Gustav Iden,BIKE23,04:58:22.166,,
Matt Hanson,BIKE23,04:59:01.446,30,+20:01.49
Ben Hamilton,BIKE23,04:59:09.956,31,+20:10.00
David McNamee,BIKE23,04:59:59.17,32,+20:59.21
Stenn Goetstouwers,BIKE23,05:00:59.175,33,+21:59.22
Michael Weiss,BIKE23,05:01:34.028,34,+22:34.07
Leonard Arnold,BIKE23,05:01:52.202,,
Jonas Hoffmann,BIKE23,05:03:24.364,35,+24:24.41
Jason Pohl,BIKE23,05:04:23.61,36,+25:23.65
Tomasz Szala,BIKE23,05:07:23.996,37,+28:24.04
Braden Currie,BIKE23,05:07:34.711,38,+28:34.75
Dylan Magnien,BIKE23,05:10:32.602,39,+31:32.64
Rasmus Svenningsson,BIKE23,05:20:17.174,40,+41:17.22
Igor Amorelli,BIKE23,05:21:45.038,41,+42:45.08
Andre Lopes,BIKE23,05:26:17.846,42,+47:17.89
Arnaud Guilloux,BIKE23,05:26:17.889,,
Robert Wilkowiecki,BIKE23,05:31:17.466,,
Reinaldo Colucci,BIKE23,05:34:09.843,,
Sam Laidlow,BIKE24,04:42:01.866,1,
Robert Kallin,BIKE24,04:47:53.859,2,+05:51.99
Magnus Ditlev,BIKE24,04:48:30.938,3,+06:29.07
Kristian Høgenhaug,BIKE24,04:49:08.094,4,+07:06.23
Matthew Marquardt,BIKE24,04:50:00.73,5,+07:58.86
Leon Chevalier,BIKE24,04:50:03.674,6,+08:01.81
Menno Koolhaas,BIKE24,04:50:21.509,7,+08:19.64
Nick Thompson,BIKE24,04:50:49.877,8,+08:48.01
Kristian Blummenfelt,BIKE24,04:51:01.132,9,+08:59.27
Gregory Barnaby,BIKE24,04:51:02.46,10,+09:00.59
Kacper Stepniak,BIKE24,04:51:04.444,11,+09:02.58
Rudy Von Berg,BIKE24,04:51:06.569,12,+09:04.70
Antonio Benito López,BIKE24,04:51:08.096,13,+09:06.23
Patrick Lange,BIKE24,04:51:14.39,14,+09:12.52
Bradley Weiss,BIKE24,04:52:27.053,15,+10:25.19
Kieran Lindars,BIKE24,04:52:37.528,16,+10:35.66
Ben Kanute,BIKE24,04:52:51.234,17,+10:49.37
Cameron Wurf,BIKE24,04:54:25.277,18,+12:23.41
Trevor Foley,BIKE24,04:54:43.315,,
Finn Große-Freese,BIKE24,04:54:56.768,19,+12:54.90
Sam Appleton,BIKE24,04:55:34.383,20,+13:32.52
Thor Bendix Madsen,BIKE24,04:56:55.939,21,+14:54.07
Mathias Petersen,BIKE24,04:56:57.759,22,+14:55.89
Lionel Sanders,BIKE24,04:59:04.714,23,+17:02.85
Tristan Olij,BIKE24,04:59:05.821,24,+17:03.96
Paul Schuster,BIKE24,04:59:08.33,25,+17:06.46
Mike Phillips,BIKE24,04:59:09.809,26,+17:07.94
Daniel Bækkegård,BIKE24,04:59:36.971,27,+17:35.11
Steven McKenna,BIKE24,05:00:16.016,28,+18:14.15
Jackson Laundry,BIKE24,05:00:32.635,29,+18:30.77
Chris Leiferman,BIKE24,05:00:36.88,,
Gustav Iden,BIKE24,05:01:38.943,,
Matt Hanson,BIKE24,05:02:05.52,30,+20:03.65
Ben Hamilton,BIKE24,05:02:17.377,31,+20:15.51
David McNamee,BIKE24,05:03:08.553,32,+21:06.69
Stenn Goetstouwers,BIKE24,05:03:59.528,33,+21:57.66
Michael Weiss,BIKE24,05:04:37.752,34,+22:35.89
Leonard Arnold,BIKE24,05:05:19.916,,
Jonas Hoffmann,BIKE24,05:06:30.568,35,+24:28.70
Jason Pohl,BIKE24,05:07:30.769,36,+25:28.90
Tomasz Szala,BIKE24,05:10:29.832,37,+28:27.97
Braden Currie,BIKE24,05:10:54.477,38,+28:52.61
Dylan Magnien,BIKE24,05:13:42.629,39,+31:40.76
Rasmus Svenningsson,BIKE24,05:23:19.60,40,+41:17.73
Igor Amorelli,BIKE24,05:25:20.963,41,+43:19.10
Andre Lopes,BIKE24,05:29:45.846,42,+47:43.98
Arnaud Guilloux,BIKE24,05:29:59.822,,
Robert Wilkowiecki,BIKE24,05:35:35.195,,
Reinaldo Colucci,BIKE24,05:37:57.35,,
Sam Laidlow,BIKE25,04:44:00.821,1,
Robert Kallin,BIKE25,04:49:49.855,2,+05:49.03
Magnus Ditlev,BIKE25,04:50:37.00,3,+06:36.18
Kristian Høgenhaug,BIKE25,04:51:11.255,4,+07:10.43
Matthew Marquardt,BIKE25,04:51:55.514,5,+07:54.69
Leon Chevalier,BIKE25,04:52:01.579,6,+08:00.76
Menno Koolhaas,BIKE25,04:52:17.484,7,+08:16.66
Nick Thompson,BIKE25,04:52:50.228,8,+08:49.41
Kristian Blummenfelt,BIKE25,04:52:57.198,9,+08:56.38
Gregory Barnaby,BIKE25,04:52:59.471,10,+08:58.65
Kacper Stepniak,BIKE25,04:53:01.00,11,+09:00.18
Rudy Von Berg,BIKE25,04:53:03.071,12,+09:02.25
Antonio Benito López,BIKE25,04:53:05.116,13,+09:04.30
Patrick Lange,BIKE25,04:53:08.824,14,+09:08.00
Bradley Weiss,BIKE25,04:54:41.331,15,+10:40.51
Kieran Lindars,BIKE25,04:54:44.751,16,+10:43.93
Ben Kanute,BIKE25,04:54:55.186,17,+10:54.37
Cameron Wurf,BIKE25,04:56:20.741,18,+12:19.92
Trevor Foley,BIKE25,04:56:39.255,,
Finn Große-Freese,BIKE25,04:56:59.722,19,+12:58.90
Sam Appleton,BIKE25,04:57:35.604,20,+13:34.78
Thor Bendix Madsen,BIKE25,04:58:53.181,21,+14:52.36
Mathias Petersen,BIKE25,04:58:58.108,22,+14:57.29
Lionel Sanders,BIKE25,05:01:01.458,23,+17:00.64
Tristan Olij,BIKE25,05:01:03.015,24,+17:02.19
Paul Schuster,BIKE25,05:01:04.952,25,+17:04.13
Mike Phillips,BIKE25,05:01:06.454,26,+17:05.63
Daniel Bækkegård,BIKE25,05:01:36.829,27,+17:36.01
Steven McKenna,BIKE25,05:02:23.939,28,+18:23.12
Jackson Laundry,BIKE25,05:02:34.763,29,+18:33.94
Chris Leiferman,BIKE25,05:02:48.694,,
Gustav Iden,BIKE25,05:03:45.334,,
Matt Hanson,BIKE25,05:04:07.502,30,+20:06.68
Ben Hamilton,BIKE25,05:04:22.292,31,+20:21.47
David McNamee,BIKE25,05:05:10.843,32,+21:10.02
Stenn Goetstouwers,BIKE25,05:05:59.409,33,+21:58.59
Michael Weiss,BIKE25,05:06:34.475,34,+22:33.65
